plan_id,institution_id,institution_name,state,city,control,institution_type,system_affiliation,enrollment,plan_type,document_type,organizing_structure,framework_alignment,recency_year,published_revised,version,file_format,source_url,landing_page_url,evidence_quote,verification,date_accessed,catalog_notes,source_lane,identifies_essential_functions,business_impact_analysis,orders_of_succession,delegations_of_authority,alternate_facilities,continuity_communications,vital_records,defines_rto,tt_e_program,devolution,reconstitution,addresses_academic_continuity,addresses_it_dr,references_fcd1,references_nist80034,references_iso22301,public_redacted_version,flags_present_count,has_deep,benchmark_present,benchmark_band
georgia-southern-university-coop,georgia-southern-university,Georgia Southern University,GA,Statesboro,public,regional public university,University System of Georgia,27000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,Mission Essential Functions (MEFs); 12 hour - 30 day continuity framework,,,,HTML,https://www.georgiasouthern.edu/offices/public-safety/emergency-management/prepare/emergency-plans,https://finops.georgiasouthern.edu/emergencymanagement,"COOP plans identify the organization's Mission Essential Functions (MEFs) and the critical personnel, resources, systems, and processes necessary to maintain them, and establish policy and guidance to ensure that MEFs are prioritized over all other functions during operational disruptions, are resumed within 12 hours and maintained for up to 30 days.",link-only,2026-06-17,Georgia Southern Office of Emergency Management Emergency Plans page resolves on the official georgiasouthern.edu host. Quote captured from the search-result snippet; direct page render was blocked at access time (the related finops.georgiasouthern.edu continuity-plans page sits behind the campus CAS login). COOP described around MEFs with a 12-hour/30-day framework. Verify on next direct render.,deep_south,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,,
georgia-state-university-eop-coop,georgia-state-university,Georgia State University,GA,Atlanta,public,R1 university,University System of Georgia,51000,Continuity of Operations Plan (COOP),full-coop,essential-functions-based,NIMS / ICS; all-hazards emergency operations,2023,2022-2023 Emergency Operations Plan,2022-2023,PDF,https://risk.gsu.edu/files/2023/01/2022-2023-Georgia-State-University-Emergency-Operations-Plan.pdf,https://safety.gsu.edu/oem,Georgia State University is in the process of developing a Continuity of Operations Plan (COOP) to allow for a quick recovery of the campus community from an emergency or disaster situation.,link-only,2026-06-17,Georgia State University 2022-2023 Emergency Operations Plan PDF resolves on the official risk.gsu.edu host. Quote captured from the search-result snippet describing the COOP within GSU's emergency-management program; direct PDF render not completed at access time due to fetch rate limiting. Office of Emergency Management (safety.gsu.edu/oem) maintains university-wide plans.,deep_south,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,False,,
kennesaw-state-university-coop,kennesaw-state-university,Kennesaw State University,GA,Kennesaw,public,regional public university,University System of Georgia,45000,Continuity of Operations Plan (COOP),business-continuity-framework,phase-based,FEMA preparedness/response/recovery/mitigation phases; Owl Ready continuity platform,,,,HTML,https://campus.kennesaw.edu/offices-services/emergency-management/about/recovery.php,https://campus.kennesaw.edu/offices-services/emergency-management,"The major document that is used in recovery is the Continuity of Operations Plan, or COOP. The purpose of the COOP is to ensure continued operations of critical functions in the event of an emergency and to ensure a rapid response to any emergency situation requiring continuity plan implementation. The COOP contains administrative and academic department plans that allow them, and their respective sub-departments, to define their critical assets, personnel, and functions.",opened-and-confirmed,2026-06-17,KSU Office of Emergency Management Recovery page (read directly) describes the COOP as the major recovery document built around departmental plans into a university-wide approach; uses the cloud-based 'Owl Ready' (Kuali Ready) continuity planning application. Covers both administrative and academic department continuity.,deep_south,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,,
university-of-georgia-bcp,university-of-georgia,University of Georgia,GA,Athens,public,R1 university,University System of Georgia,40000,Business Continuity Plan (BCP),department-level,departmental,All-hazards departmental business continuity model,2026,Page modified 2026-04-15,,HTML,https://prepare.uga.edu/business-continuity-plan,https://prepare.uga.edu,Business Continuity Planning is the practice of planning how your department will provide services or conduct departmental business during or after an emergency or disaster that may have both short-term and long-term consequences. The Departmental Level Business Continuity Planning Tool was created to assist University of Georgia (UGA) departments in the development of business continuity plans specific to their unique departmental and building needs.,opened-and-confirmed,2026-06-17,"UGA Office of Emergency Preparedness operates a web-based BCP Tool Online Plan Generator (eight sections) producing department-specific BCPs; completed plans are restricted and not posted publicly. The public BCP Checklist PDF (https://prepare.uga.edu/wp-content/uploads/BCP-Handout-April-2014.pdf) was also read and covers mission-critical function prioritization, data/technology recovery, vital records, and annual test/maintenance.",deep_south,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,6,False,,
wiregrass-georgia-technical-college,wiregrass-georgia-technical-college,Wiregrass Georgia Technical College,GA,Valdosta,public,technical college,Technical College System of Georgia,,Continuity of Operations Guide/Template,template,FCD-element-based,TCSG Procedure 7.2.1p2; State of Georgia Living Disaster Recovery Planning System (LDRPS),2024,"Last Reviewed March 22, 2024; Revised November 16, 2020",Procedure 7.2.1p2 (Adopted 2013; Revised 2020),PDF,https://wiregrass.edu/uploads/files/75/c7/75c7a582218de966eace7097e77eed84.pdf,https://www.wiregrass.edu,"The Business Continuity Plan (BCP) ensures the maintenance of critical operations when confronted with adverse events such as natural disasters, technology failures, human errors, or terrorism. The BCP must minimize loss to the organization, continue to serve customers, and maintain administrative operations.",opened-and-confirmed,2026-06-17,"Published institutional procedure (7.2.1p2) establishing the BCP requirement, with the blank TCSG Business Continuity Plan Template attached. Procedure prescribes performing a Business Impact Analysis, completing a Hazard Vulnerability Assessment, and training/drilling/exercising participants; BCP submitted to the TCSG System Office annually by May 1.",community_colleges,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,4,False,,
iowa-state-university,iowa-state-university,Iowa State University,IA,Ames,public,R1 university,Iowa Board of Regents,30100,Continuity of Operations Plan (COOP),department-level,essential-functions-based,Departmental Emergency Continuity of Operations Plan (DECOP) program,,Updated at least annually (per page),,HTML,https://www.ehs.iastate.edu/prep/dept-plan,https://www.ehs.iastate.edu/prep,Departments or units should each have an emergency plan that details the functions in their area that must continue if the university suspends activities and closes for an extended period.,opened-and-confirmed,2026-06-17,"Environmental Health and Safety Department/Unit Emergency Plan page, part of ISU's Departmental Emergency Continuity of Operations Plan (DECOP) program. Key plan elements listed: leadership succession; essential personnel and operational functions; communication and information management; key internal/external dependencies; recovery plan.",plains_mountain,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,False,,
university-of-iowa,university-of-iowa,University of Iowa,IA,Iowa City,public,R1 university,Iowa Board of Regents,30400,Business Continuity Program,business-continuity-framework,departmental,Kuali Ready (higher-ed continuity planning tool),2024,,,HTML,https://riskmanagement.fo.uiowa.edu/business-continuity-university-iowa,https://riskmanagement.fo.uiowa.edu,"For purposes of planning at the University of Iowa, business continuity is defined as the continuity of critical functions following an incident that overwhelms normal everyday operations.",opened-and-confirmed,2026-06-17,Risk Management page describing the institution's business continuity program; units build departmental continuity of operations plans through the university's Kuali Ready subscription. Distinguishes business continuity from disaster recovery and emergency preparedness.,plains_mountain,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,,
boise-state-university,boise-state-university,Boise State University,ID,Boise,public,R2 university,Idaho State Board of Education,27000,Continuity of Operations Plan (COOP),department-level,essential-functions-based,FEMA continuity concepts (criticality tiers),2020,Posted 2020-10-07,,HTML,https://www.boisestate.edu/publicsafety-emergencymanagement/2020/10/07/creating-a-continuity-of-operations-plan,https://www.boisestate.edu/publicsafety-emergencymanagement,"A Continuity of Operations Plan (COOP) documents how an organization will perform essential operations during an emergency situation or long-term disruption, which might last 2 days to several weeks.",opened-and-confirmed,2026-06-17,"Office of Emergency Management guidance for units to build an abbreviated COOP. Covers succession planning (at least three deep), essential personnel/functions with criticality levels (Critical 1-3, Deferrable), and mitigation strategies including online-learning continuity. Companion to Boise State's 2021 Hazard Mitigation Plan.",plains_mountain,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,5,False,,
depaul-university,depaul-university,DePaul University,IL,Chicago,private-nonprofit,religiously affiliated university,,21000,Business Continuity Program,business-continuity-framework,essential-functions-based,,2021,Effective 2021-10-13; Originated 2017-12-06,,PDF,https://offices.depaul.edu/secretary/policies-procedures/policies/Documents/Business%20Continuity%20Management%20Policy.pdf,https://offices.depaul.edu/secretary/policies-procedures/policies/Pages/default.aspx,"The purpose of the Policy is to provide reasonable, but not absolute, assurance that DePaul's business will continue as soon as possible after any incident that disrupts some or all of the university's essential business operations.",opened-and-confirmed,2026-06-17,"Business Continuity Management Policy defining a six-step unit process (BIA, risk assessment, risk reduction, BCP development with succession plans and alternate facilities, training, biennial exercise). Establishes RTOs and RPOs.",midwest_east,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,8,True,11,10-14
illinois-state-university,illinois-state-university,Illinois State University,IL,Normal,public,regional public university,,20000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,,2025,Updated 2025-04-22,,HTML,https://emergencymanagement.illinoisstate.edu/programs/continuity-recovery,https://emergencymanagement.illinoisstate.edu/programs,"A Continuity of Operations Plan (COOP) addresses these topics and generally covers a short to mid-term range (roughly 1-30 days). Long-term recovery efforts, such as rebuilding facilities, are addressed in separate recovery plans.",opened-and-confirmed,2026-06-17,"University Continuity Program coordinated by Emergency Management, guided by a cross-divisional Continuity Steering Committee; spans academic, research, and administrative continuity plus a separately charged IT Disaster Recovery Plan led by an IT DR Advisory Board.",midwest_east,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,6,False,,
illinois-valley-community-college,illinois-valley-community-college,Illinois Valley Community College,IL,Oglesby,public,community college,Illinois Community College Board,,Continuity of Instruction / Academic Continuity Plan,academic-continuity,phase-based,Activated under the college Emergency Response Plan (ERP),2022,"Published April 9, 2019; Updated June 13, 2022","v2 (June 13, 2022)",PDF,https://www.ivcc.edu/academicaffairs/Continuity_of_Academic_Operations_Plan_Faculty_Quick_Reference.pdf,https://www.ivcc.edu,The Continuity of Academic Operations Plan (CAOP) is activated only after college officials have declared an emergency and activated the college’s Emergency Response Plan (ERP). The CAOP will not be activated without an official ERP activation.,opened-and-confirmed,2026-06-17,"Faculty Quick Reference for the Continuity of Academic Operations Plan. Defines phased instructor actions keyed to disruption length (1-5 days, 6-10 days, 10+ days) and use of the LMS, email, and alternate course management to maintain instruction; 10+ day disruptions trigger an administrative viability determination for the semester.",community_colleges,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,4,True,7,5-9
northwestern-university,northwestern-university,Northwestern University,IL,Evanston,private-nonprofit,R1 university,,23000,Business Continuity Program,business-continuity-framework,departmental,,2026,Page current 2026,,HTML,https://www.northwestern.edu/risk/risk-insurance/business-continuity,https://www.northwestern.edu/risk,"Business continuity refers to Northwestern's ability to maintain operations during and after an emergency or crisis event. If business continuity is effectively in place, Northwestern's key academic, research, and administrative functions will be minimally impacted by a disruptive incident.",opened-and-confirmed,2026-06-17,"Business continuity coordinated, facilitated, and overseen by the Risk Management Office; all administrative, academic, and research areas are responsible for developing a business continuity plan. Dedicated Business Continuity Planning Office.",midwest_east,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3,False,,
university-of-illinois-chicago,university-of-illinois-chicago,University of Illinois Chicago,IL,Chicago,public,R1 university,University of Illinois System,34000,Business Continuity Program,business-continuity-framework,essential-functions-based,,2025,Updated 2025-05-14,,HTML,https://ready.uic.edu/planning/bcr,https://ready.uic.edu/planning,UIC's approach to organizational resilience is grounded in a two-part planning process supported by the Riskonnect BC&R platform. This ensures our critical functions are protected and our campus is prepared to respond quickly and effectively to unexpected disruptions.,opened-and-confirmed,2026-06-17,"Office of Preparedness and Response Business Continuity & Resilience program using the Riskonnect BC&R platform; two-part process of Business Impact Analysis (BIA) and Business Continuity Planning (BCP) across academic, research, healthcare, and administrative units.",midwest_east,True,True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,8,False,,
university-of-illinois-urbana-champaign,university-of-illinois-urbana-champaign,University of Illinois Urbana-Champaign,IL,Urbana,public,R1 university,University of Illinois System,56000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,All-hazards,2025,Modified 2025-12-11,,HTML,https://police.illinois.edu/em/recovery/continuity-planning,https://police.illinois.edu/em/about-emergency-management,"It is impossible to plan for everything, so the university has taken an ""all-hazards"" approach to continuity planning — meaning we plan for restoring services no matter what the cause. The university and all colleges, departments, and units on campus are required to develop and maintain a business continuity plan.",opened-and-confirmed,2026-06-17,Division of Public Safety / Emergency Management continuity planning program. Units build plans in the web-based Illinois Ready (Kuali Ready) tool; living document with annual testing (tabletop/exercise/drill).,midwest_east,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,5,False,,
indiana-university,indiana-university,Indiana University,IN,Bloomington,public,R1 university,Indiana University,47000,Business Continuity Plan (BCP),business-continuity-framework,departmental,,2026,Page current 2026,,HTML,https://protect.iu.edu/emergency-continuity/continuity-plan.html,https://protect.iu.edu/emergency-continuity/index.html,"A Business Continuity Plan (BCP) takes a snapshot of everything your department does on an annual basis, with a list of the resources it needs to function. The point of a BCP is to address abnormal situations and then get you back on track to operating as normal.",opened-and-confirmed,2026-06-17,"University-wide BCP program coordinated by Emergency Management & Continuity; every department on every campus is required to have a BCP, built in the IU Ready (Kuali Ready) tool.",midwest_east,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,,
purdue-university,purdue-university,Purdue University,IN,West Lafayette,public,R1 university,Purdue University System,52000,Continuity of Operations Plan (COOP),business-continuity-framework,phase-based,NIMS / Incident Command System,2026,"Version 4.3.1, January 1, 2026",V4.3.1,PDF,https://www.purdue.edu/ehps/emergency-preparedness/emergency-plans/iemp-docs/iemp-final.pdf,https://www.purdue.edu/ehps/emergency-preparedness/emergency-plans/iemp.php,"The plan's critical goals are the preservation of life, the protection of property, and continuity of academic and business operations.",link-only,2026-06-17,"Continuity of academic and business operations is a named critical goal of Purdue's Integrated Emergency Management Plan (IEMP), an all-hazards NIMS/ICS-based plan reviewed annually; the IEMP also promotes a means to recover mission-critical business and academic operations. Quote taken from official purdue.edu IEMP PDF via search snippet; the large PDF returned a fetch rate-limit/size error at time of access.",midwest_east,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,5,False,,
university-of-notre-dame,university-of-notre-dame,University of Notre Dame,IN,Notre Dame,private-nonprofit,religiously affiliated university,,13000,Business Continuity Program,business-continuity-framework,essential-functions-based,,2021,Approved August 2021,SAFE028,PDF,https://riskmanagement.nd.edu/assets/445414/business_continuity_program_august_2021_final.pdf,https://riskmanagement.nd.edu/general-safety-programs/business-continuity,"Business Continuity Plans contain a collection of resources, procedures, actions and information that have been developed, tested, and are held ready to use in the event of a disaster or major disruption of operations.",opened-and-confirmed,2026-06-17,"Published Business Continuity Program (policy SAFE028) with Appendix A list of departments required to plan and Appendix B BCP template focused on essential functions, RTO ('Maximum Time to go without Essential Function'), communications, and supplier MOUs.",midwest_east,True,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False,7,True,11,10-14
haskell-indian-nations-university-continuity-of-operations,haskell-indian-nations-university,Haskell Indian Nations University,KS,Lawrence,public,tribal college,U.S. Bureau of Indian Education (federal TCU),800,Continuity of Operations Plan (COOP),department-level,departmental,,2025,2025 Annual Security & Fire Safety Report,,PDF,https://haskell.edu/wp-content/uploads/2025/10/2025-Annual-Security-Fire-Safety-Report-Final-.pdf,https://haskell.edu/university-operations/federal-campus-security,University departments are responsible for developing emergency response and continuity of operations plans for their areas and staff. Campus emergency management provides resources and guidance for the development of these plans.,opened-and-confirmed,2026-06-17,"Haskell Indian Nations University (federally operated BIE institution) 2025 Annual Security & Fire Safety Report. Maintains an Emergency Response Plan and assigns university departments responsibility for developing continuity of operations plans, with campus emergency management providing guidance and annual exercises. Continuity-of-operations requirement is documented in the ASR rather than as a separately posted standalone COOP.",minority_serving,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,,
university-of-kansas,university-of-kansas,University of Kansas,KS,Lawrence,public,R1 university,Kansas Board of Regents,28500,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,State of Kansas COOP program; FEMA all-hazards,2024,,,HTML,https://kupolice.ku.edu/emergency-planning,https://kupolice.ku.edu/emergency-management,"Continuity of Operations Plans (COOPs) allow the university to continue to provide essential services in the event of a disruption. Continuity plans identify critical resources and staff, identify alternate facilities, lines of succession, and delegation procedures for university staff and services.",opened-and-confirmed,2026-06-17,KU Police Department Emergency Management pre-incident planning page. KU participates in a state-wide COOP project customized for Kansas; COOPs created for the university as a whole and for individual departments. Page also references the 2024 Integrated Preparedness Plan.,plains_mountain,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4,False,,
wichita-state-university,wichita-state-university,Wichita State University,KS,Wichita,public,R2 university,Kansas Board of Regents,23000,Business Continuity Plan (BCP),business-continuity-framework,departmental,BOLDplanning; tied to Emergency Operations Plan (Level 2/3 emergencies),,,,HTML,https://www.wichita.edu/services/finance/Business_Continuity_Plan_.php,https://www.wichita.edu/services/emergency/eop.php,The Business Continuity Plan was developed in order to ensure the University has the ability to maintain critical services and functions in the event of a disaster or other disruption of service.,link-only,2026-06-17,"WSU Business Continuity Plan page (Finance). Could not render page bytes during this session due to a fetch rate limit; URL resolves on the official wichita.edu host and the quoted text is reproduced in the search result snippet. Senior executives/managers must create business continuity and recovery plans protecting essential records and programs; plan includes risk assessments, recovery plans identifying resources/vital records, and regularly scheduled exercising. A standing Business Continuity Committee supports the President's Executive Team.",plains_mountain,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,6,False,,
university-of-kentucky-bcp,university-of-kentucky,University of Kentucky,KY,Lexington,public,R1 university,Commonwealth of Kentucky (state-supported),33000,Business Continuity Plan (BCP),business-continuity-framework,departmental,All-hazards; required departmental BCPs; UK Police Crisis Management and Preparedness,2026,,,HTML,https://police.uky.edu/business-continuity-planning-bcp,https://police.uky.edu/divisions/crisis-management-and-preparedness,"As you pursue academic and research excellence on campus, all UK departments and units are required to complete a BCP to ensure your department is prepared to respond to various types of operational interruptions. This BCP will help you plan not only for major disasters (e.g. total loss of a building) but also lesser interruptions to service (e.g., the computers are down).",opened-and-confirmed,2026-06-17,University of Kentucky requires all departments/units to complete a Business Continuity Plan (BCP). Administered by UK Police Department's Crisis Management and Preparedness division with a Business Continuity Coordinator. This is UK's operational continuity program (distinct from the UK academic Continuity of Instruction guidelines record).,upper_south,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,False,,
university-of-kentucky-continuity-of-instruction,university-of-kentucky,University of Kentucky,KY,Lexington,public,R1 university,Commonwealth of Kentucky (state-supported),33000,Continuity of Instruction / Academic Continuity Plan,academic-continuity,departmental,"Academic continuity / continuity of instruction; remote-delivery contingency (Canvas, Zoom, YuJa)",2020,Issued for disruptions/closure (COVID-19 era),,PDF,https://resources.as.uky.edu/sites/default/files/guidelines.pdf,https://www.uky.edu/tlai/home,University of Kentucky Continuity of Instruction Guidelines for Teaching During Disruptions or Closure This document is presented as a starting place for colleges and other academic units to determine plans for continuing the instruction of courses if there were temporary disruptions to the academic schedule or a campus closure.,opened-and-confirmed,2026-06-17,"UK 'Continuity of Instruction' guidelines (Teaching, Learning, and Academic Innovation, Provost area). College-wide faculty survey, deans/chairs checklist, remote-delivery scenarios (short-term closure, semester closure), synchronous/asynchronous instruction. Distinct academic-continuity document; UK also requires a separate Business Continuity Plan (BCP) program via UK Police Crisis Management & Preparedness.",upper_south,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,,
university-of-louisville,university-of-louisville,University of Louisville,KY,Louisville,public,R1 university,Commonwealth of Kentucky (state-supported),23000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,BIA + RTO/RPO; gap analysis; risk assessment; IT disaster recovery; annual testing,2022,Effective 2007-07-23; v2.0 minor edit 2022-06-23,ISO-002 v2.0,HTML,https://louisville.edu/policies/policies-and-procedures/pageholder/pol-business-continuity-and-disaster-recovery,https://louisville.edu/policies,"Effective business continuity and disaster recovery plans are required in all areas of the University. Each school, unit and division must develop plans that will allow it to perform its core-required operations in an alternative fashion as well as an appropriate disaster recovery policy for their working environment. ... An effective Business Continuity Plan (BCP) contains the steps outlined below ... Perform Gap Analysis. Conduct Risk Assessment. Perform Business Impact Analysis. Determine Continuity/Recovery Strategy.",opened-and-confirmed,2026-06-17,"UofL administrative policy ISO-002 'Business Continuity and Disaster Recovery' (Information Security Compliance Office). Defines BCP steps including gap analysis, risk assessment, BIA with RTO and RPO, off-site storage, annual training/testing and annual plan review. Required for all schools/units/divisions.",upper_south,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,8,False,,
lsu-academic-continuity-plan,louisiana-state-university,Louisiana State University,LA,Baton Rouge,public,R1 university,Louisiana State University System,40000,Continuity of Instruction / Academic Continuity Plan,academic-continuity,unclear,"LSU Policy Statements 22, 45, 117; instructional continuity guidance",,,,PDF,https://www.lsu.edu/academicaffairs/academic-continuity-plan/files/academic-continuity-plan.pdf,https://www.lsu.edu/academicaffairs/academic-continuity-plan,The purpose of this plan is to provide guidance to LSU faculty and academic administration on the continuation of the university's academic mission during campus closures when classes are in session. ... this plan provides flexibility for LSU to pivot to alternative forms of instruction rather than cancel classes and schedule make-up classes on weekends or during breaks.,opened-and-confirmed,2026-06-17,"LSU Office of Academic Affairs Academic Continuity Plan (read in full): covers communications/closure decision-making (President + EVPs + Campus Safety AVP), alternative instruction modes (Zoom/Moodle), accessibility/accommodations, student absences, and research continuity through the LSU EOC. Distinct from the access-restricted LSU OEP operational plans.",deep_south,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,5,5-9
tulane-university-coop,tulane-university,Tulane University,LA,New Orleans,private-nonprofit,R1 university,,15000,Business Continuity Program,business-continuity-framework,essential-functions-based,Recovery of critical activities/functions after business interruption,,,,HTML,https://emergencyprep.tulane.edu/business-continuity-operations-coop,https://emergencyprep.tulane.edu,The purpose of Tulane University Continuity of Operations (COOP) is to coordinate Tulane's recovery operations after a business interruption and return university operations to normal as soon as possible. The objective of COOP is to coordinate recovery of critical activities in support of the university in the event of an incident that interrupts critical functions.,opened-and-confirmed,2026-06-17,"Tulane (private R1, New Orleans) Emergency Preparedness & Response operates a COOP program; departments/schools build COOP plans with planning-assistance requests. Page read directly. Companion IT Hurricane and Disaster Recovery Plan referenced via Tulane IT.",deep_south,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,False,,
boston-college,boston-college,Boston College,MA,Chestnut Hill,private-nonprofit,religiously affiliated university,,15000,Business Continuity Plan (BCP),template,essential-functions-based,NIMS/ICS; FEMA continuity,,,,PDF,https://www.bc.edu/content/dam/bc1/sites/Campus-Safety/EmergencyManagement/Sample%20Business%20Continuity%20Plan.pdf,https://www.bc.edu/bc-web/sites/campus-safety/documents/Business-Continuity.html,"Critical Functions and Recovery Time Objectives (RTO), or the time by which an organization must be able to resume critical operations, is a major factor in planning recovery.",opened-and-confirmed,2026-06-17,"Boston College's own published Departmental Business Continuity Plan template/sample (Jesuit, Catholic). Structured around critical functions and RTO, software applications, vital records, orders of succession, emergency/alternate operating facilities, notification/communication, and an 81-item recovery checklist. Built on NIMS/ICS section structure (Operations/Logistics/Planning/Finance). Marked 'CONFIDENTIAL--Not for External Distribution' but publicly posted as the unit template.",new_england,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,9,True,13,10-14
boston-college-bc-policy,boston-college,Boston College,MA,Chestnut Hill,private-nonprofit,religiously affiliated university,,15000,Business Continuity Program,business-continuity-framework,essential-functions-based,Boston College Business Continuity Policy (President-approved 2015),2015,"Approved March 20, 2015",,PDF,https://www.bc.edu/content/dam/files/offices/policies/pdf/policies/2015/BusinessContinuityPolicy3-202015_00007354.pdf,https://www.bc.edu/bc-web/sites/campus-safety/documents/Business-Continuity.html,This Policy is promulgated to establish general University-wide standards for business continuity planning so as to minimize disruption to critical University operations. It applies to all University Administrative/Academic Units at whatever location they operate.,opened-and-confirmed,2026-06-17,"University-wide Business Continuity Policy (distinct from the unit template). Mandates each unit's BCP include critical functions and resources with a prioritized recovery checklist, an alternative staffing plan and line of succession, an alternative location, and a communication plan; plans updated at least annually; OEM reviews. References University-wide IT disaster recovery responsibilities.",new_england,True,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,8,False,,
boston-university,boston-university,Boston University,MA,Boston,private-nonprofit,R1 university,,37000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,"FEMA COOP concepts (essential functions, alternate facility, orders of succession)",,,v7 (template),HTML,https://www.bu.edu/em/prepare/coop,https://www.bu.edu/em/prepare,A continuity of operations plan establishes policy and guidance ensuring that critical functions continue and that personnel and resources are relocated to an alternate facility in case of emergencies.,opened-and-confirmed,2026-06-17,"BU Emergency Management COOP program page with a downloadable BU-COOP-Plan-Template (v7) for departments. Twelve-step planning process covering mission, prioritized critical functions, recovery locations, continuity of authority, essential staff, critical records, computer inventory, IT needs, and communication tools. Departmental tool designed for higher education.",new_england,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,9,False,,
emerson-college,emerson-college,Emerson College,MA,Boston,private-nonprofit,specialized institution,,4000,Business Continuity Program,business-continuity-framework,departmental,Organizational resiliency; Veoci platform,,,,HTML,https://emerson.edu/departments/emergency-management/business-continuity,https://emerson.edu/departments/emergency-management,Business continuity is a process that builds organizational resiliency so that critical operations and services are able to resume and continue under adverse or abnormal conditions.,opened-and-confirmed,2026-06-17,Emerson College (specialized communication/arts institution) Emergency Management business continuity program. Departments build and maintain business continuity plans in an online planning application (Veoci) to sustain critical operations and minimize disruption impact.,new_england,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,,
harvard-university,harvard-university,Harvard University,MA,Cambridge,private-nonprofit,R1 university,,25000,Business Continuity Program,business-continuity-framework,essential-functions-based,Emergency management cycle (response-to-recovery); Critical Position Policy,,,,HTML,https://www.ehs.harvard.edu/programs/business-continuity,https://www.ehs.harvard.edu/news/business-continuity-planning,Focuses on the planning efforts needed to ensure Harvard's critical functions remain operational during and following disruptive incidents. Business Continuity is part of the emergency management cycle that connects the emergency response phase to the recovery phase.,opened-and-confirmed,2026-06-17,"Harvard Environmental Health & Safety / Emergency Management Business Continuity program. Provides central tools, templates, an online application, and support to schools and departments developing their own BC programs and plans. References a Critical Position Policy. Program led by a Business Continuity Manager.",new_england,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,,
massachusetts-institute-of-technology,massachusetts-institute-of-technology,Massachusetts Institute of Technology,MA,Cambridge,private-nonprofit,R1 university,,11900,Continuity Plan,business-continuity-framework,essential-functions-based,Essential-functions continuity (mission continuity),,,,HTML,https://prepared.mit.edu/continuity,https://prepared.mit.edu/preparedness/dlcs,"To ensure that the Institute can continue its mission after a disruption, MIT Emergency Management collaborates with departments, labs, and centers (DLCs) to develop continuity plans. The goal of a continuity plan is to ensure that essential functions will continue after a disruption.",opened-and-confirmed,2026-06-17,MIT Emergency Management continuity (mission continuity) program. Defines continuity and essential functions; provides a Mission Continuity Worksheet for departments/labs/centers (DLCs) and an Individual Continuity Worksheet. Specialized research-intensive institution.,new_england,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,,
